loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN002299,CUS011406,Business Loan,366965,8.6,Approved,2025-01-01
LOAN002300,CUS016690,Gold Loan,112023,10.49,Approved,2020-09-14
LOAN002301,CUS016622,Personal Loan,7333198,9.62,Pending,2024-03-05
LOAN002302,CUS005205,Education Loan,6712128,10.09,Approved,2025-03-05
LOAN002303,CUS005338,Education Loan,236967,8.34,Approved,2023-01-07
LOAN002304,CUS005371,Personal Loan,277230,9.96,Approved,2020-01-25
LOAN002305,CUS009037,Personal Loan,9629143,7.34,Approved,2021-08-20
LOAN002306,CUS007443,Gold Loan,212178,12.07,Approved,2022-04-18
LOAN002307,CUS006936,Home Loan,244117,12.26,Pending,2023-02-07
LOAN002308,CUS018724,Gold Loan,54778,10.94,Closed,2023-02-02
LOAN002309,CUS002969,Personal Loan,204720,8.15,Approved,2025-10-24
LOAN002310,CUS007412,Home Loan,1578741,11.85,Approved,2024-03-05
LOAN002311,CUS003949,Education Loan,201750,10.67,Approved,2022-12-28
LOAN002312,CUS012607,Business Loan,181004,9.03,Approved,2025-05-28
LOAN002313,CUS017097,Business Loan,89477,12.26,Approved,2021-01-09
LOAN002314,CUS018822,Car Loan,812075,12.51,Approved,2021-08-16
LOAN002315,CUS015642,Education Loan,730178,13.75,Approved,2025-12-14
LOAN002316,CUS001297,Education Loan,272201,13.39,Approved,2022-04-20
LOAN002317,CUS001437,Education Loan,298874,11.58,Approved,2022-06-22
LOAN002318,CUS000359,Personal Loan,67509,10.5,Pending,2022-04-04
LOAN002319,CUS003380,Gold Loan,740291,7.89,Approved,2022-01-09
LOAN002320,CUS018072,Home Loan,971888,12.58,Approved,2024-07-18
LOAN002321,CUS013341,Education Loan,112846,10.92,Approved,2025-06-05
LOAN002322,CUS004181,Car Loan,4271564,10.78,Approved,2021-10-09
LOAN002323,CUS003759,Personal Loan,1809610,11.49,Approved,2021-02-15
LOAN002324,CUS006174,Car Loan,2205501,9.08,Pending,2021-08-22
LOAN002325,CUS004973,Education Loan,1264342,9.09,Pending,2023-05-05
LOAN002326,CUS003204,Gold Loan,4875574,12.23,Pending,2022-07-23
LOAN002327,CUS000291,Car Loan,152053,13.14,Closed,2022-07-22
LOAN002328,CUS001001,Gold Loan,7996515,11.89,Approved,2021-10-09
LOAN002329,CUS011056,Gold Loan,1372900,10.9,Closed,2025-01-26
LOAN002330,CUS017396,Personal Loan,1271844,13.38,Approved,2025-10-16
LOAN002331,CUS014961,Business Loan,209147,10.17,Approved,2021-01-12
LOAN002332,CUS005128,Home Loan,960601,12.88,Approved,2024-03-18
LOAN002333,CUS011282,Education Loan,163481,12.35,Approved,2022-02-13
LOAN002334,CUS000795,Car Loan,2898177,11.56,Pending,2024-05-09
LOAN002335,CUS017469,Home Loan,842381,12.47,Approved,2024-07-02
LOAN002336,CUS000750,Gold Loan,132873,10.41,Pending,2022-01-12
LOAN002337,CUS018424,Business Loan,929708,7.97,Approved,2021-09-16
LOAN002338,CUS016697,Gold Loan,118476,9.89,Pending,2020-03-08
LOAN002339,CUS012675,Car Loan,278997,11.9,Approved,2025-12-05
LOAN002340,CUS003251,Business Loan,6294011,10.68,Approved,2020-10-25
LOAN002341,CUS019080,Car Loan,602673,7.97,Closed,2023-02-02
LOAN002342,CUS006978,Business Loan,138179,12.87,Approved,2022-02-19
LOAN002343,CUS008048,Business Loan,767457,12.5,Closed,2023-12-17
LOAN002344,CUS015879,Education Loan,994274,10.58,Approved,2023-08-15
LOAN002345,CUS003814,Business Loan,241252,10.04,Approved,2024-01-10
LOAN002346,CUS016076,Personal Loan,1272686,11.92,Approved,2022-01-25
LOAN002347,CUS018136,Education Loan,73588,9.41,Pending,2023-10-27
LOAN002348,CUS000119,Personal Loan,970992,12.96,Approved,2024-12-23
LOAN002349,CUS019778,Personal Loan,275460,11.29,Approved,2021-10-15
LOAN002350,CUS016993,Business Loan,8965006,13.42,Closed,2021-02-27
LOAN002351,CUS010676,Car Loan,516063,10.2,Closed,2020-02-04
LOAN002352,CUS015835,Home Loan,1652832,8.17,Approved,2023-05-28
LOAN002353,CUS003490,Business Loan,76702,10.21,Pending,2024-11-26
LOAN002354,CUS001427,Business Loan,101852,8.48,Approved,2022-09-15
LOAN002355,CUS017776,Gold Loan,345490,8.63,Approved,2025-08-09
LOAN002356,CUS002004,Car Loan,799348,11.81,Approved,2020-09-15
LOAN002357,CUS009634,Personal Loan,2142594,13.16,Approved,2025-09-24
LOAN002358,CUS000777,Car Loan,196727,8.46,Approved,2025-07-16
LOAN002359,CUS005528,Gold Loan,111061,12.3,Approved,2025-10-11
LOAN002360,CUS016340,Education Loan,419843,12.86,Approved,2020-02-07
LOAN002361,CUS008935,Business Loan,5817161,8.65,Approved,2021-02-06
LOAN002362,CUS011765,Business Loan,104967,7.65,Approved,2020-12-19
LOAN002363,CUS015283,Education Loan,902010,10.22,Approved,2022-10-12
LOAN002364,CUS002247,Personal Loan,2342365,11.89,Approved,2022-12-12
LOAN002365,CUS014816,Personal Loan,75357,13.02,Approved,2020-01-03
LOAN002366,CUS004310,Home Loan,1407938,10.25,Approved,2025-05-18
LOAN002367,CUS014881,Car Loan,178244,11.1,Pending,2025-12-10
LOAN002368,CUS006101,Car Loan,593694,8.73,Approved,2021-05-15
LOAN002369,CUS012134,Home Loan,188079,11.25,Approved,2021-06-25
LOAN002370,CUS008412,Personal Loan,66001,13.66,Approved,2022-11-03
LOAN002371,CUS017013,Business Loan,375717,9.08,Approved,2025-07-01
LOAN002372,CUS002484,Car Loan,140942,9.58,Pending,2023-01-03
LOAN002373,CUS011859,Personal Loan,314907,12.11,Approved,2024-12-12
LOAN002374,CUS000022,Personal Loan,170570,8.42,Approved,2021-01-28
LOAN002375,CUS000024,Gold Loan,167600,10.29,Approved,2023-05-16
LOAN002376,CUS000906,Personal Loan,242983,10.71,Approved,2024-09-28
LOAN002377,CUS006214,Education Loan,2713793,12.86,Approved,2025-08-23
LOAN002378,CUS018144,Home Loan,763792,12.05,Approved,2021-06-20
LOAN002379,CUS017405,Business Loan,2771047,12.76,Approved,2020-07-24
LOAN002380,CUS005531,Personal Loan,198843,10.76,Approved,2023-12-19
LOAN002381,CUS005492,Car Loan,4334265,7.23,Pending,2020-06-19
LOAN002382,CUS006144,Home Loan,1377967,9.96,Approved,2023-04-10
LOAN002383,CUS014562,Education Loan,155257,7.61,Approved,2020-05-17
LOAN002384,CUS014242,Home Loan,2858154,12.84,Approved,2023-02-28
LOAN002385,CUS018102,Education Loan,2394313,11.31,Approved,2020-12-27
LOAN002386,CUS012492,Gold Loan,51527,9.64,Approved,2023-04-23
LOAN002387,CUS019748,Business Loan,728251,12.59,Approved,2021-12-17
LOAN002388,CUS008900,Home Loan,8034880,13.13,Approved,2022-12-15
LOAN002389,CUS015825,Education Loan,126044,9.54,Approved,2023-07-01
LOAN002390,CUS012944,Education Loan,181405,7.41,Approved,2020-05-21
LOAN002391,CUS016227,Car Loan,125267,8.59,Approved,2021-03-19
LOAN002392,CUS006558,Education Loan,2784885,12.26,Approved,2025-07-14
LOAN002393,CUS009826,Car Loan,262166,10.29,Approved,2021-03-20
LOAN002394,CUS015275,Car Loan,9377917,13.65,Closed,2022-06-19
LOAN002395,CUS013350,Home Loan,72630,11.09,Pending,2022-04-09
LOAN002396,CUS011956,Car Loan,5192464,7.85,Closed,2023-04-10
LOAN002397,CUS016783,Home Loan,203943,11.68,Pending,2023-04-06
LOAN002398,CUS006419,Personal Loan,286200,10.92,Closed,2025-09-11
LOAN002399,CUS001477,Gold Loan,169082,11.7,Closed,2023-08-04
LOAN002400,CUS013681,Gold Loan,288843,7.58,Approved,2025-07-27
LOAN002401,CUS011490,Education Loan,152428,12.01,Approved,2023-02-19
LOAN002402,CUS002345,Personal Loan,136554,12.04,Approved,2024-06-24
LOAN002403,CUS009313,Personal Loan,9723538,8.43,Approved,2022-02-17
LOAN002404,CUS013464,Personal Loan,263540,11.53,Approved,2020-02-24
LOAN002405,CUS005444,Home Loan,4866346,7.94,Approved,2023-09-21
LOAN002406,CUS008056,Gold Loan,131631,8.31,Approved,2021-10-18
LOAN002407,CUS009482,Personal Loan,271463,7.54,Approved,2025-08-02
LOAN002408,CUS011251,Car Loan,287411,9.93,Approved,2025-02-06
LOAN002409,CUS005181,Home Loan,946374,11.67,Approved,2023-01-10
LOAN002410,CUS006429,Home Loan,1294711,11.62,Closed,2025-03-09
LOAN002411,CUS017521,Gold Loan,118831,11.92,Approved,2024-06-10
LOAN002412,CUS006795,Home Loan,862378,9.02,Approved,2022-01-21
LOAN002413,CUS011622,Personal Loan,838803,9.72,Approved,2025-07-24
LOAN002414,CUS009540,Business Loan,65652,7.63,Approved,2024-05-23
LOAN002415,CUS011320,Car Loan,120634,10.28,Closed,2021-01-02
LOAN002416,CUS005265,Gold Loan,232496,11.0,Pending,2025-10-16
LOAN002417,CUS006554,Business Loan,284713,11.37,Approved,2021-01-14
LOAN002418,CUS013921,Personal Loan,257721,12.3,Pending,2023-06-07
LOAN002419,CUS012666,Business Loan,79076,12.58,Approved,2020-10-01
LOAN002420,CUS009831,Education Loan,4067184,13.3,Approved,2020-10-05
LOAN002421,CUS016246,Education Loan,181710,12.42,Approved,2021-03-05
LOAN002422,CUS019684,Business Loan,211182,13.17,Pending,2025-03-24
LOAN002423,CUS004186,Gold Loan,4486991,10.36,Pending,2025-01-19
LOAN002424,CUS006994,Business Loan,174482,12.64,Approved,2023-05-15
LOAN002425,CUS005328,Business Loan,230388,11.82,Approved,2025-10-09
LOAN002426,CUS009996,Business Loan,293918,9.44,Pending,2025-01-15
LOAN002427,CUS004122,Car Loan,211150,9.14,Closed,2022-02-14
LOAN002428,CUS015310,Personal Loan,2113116,9.67,Approved,2024-03-25
LOAN002429,CUS016116,Gold Loan,2371551,11.59,Approved,2020-08-09
LOAN002430,CUS007133,Education Loan,690960,10.9,Pending,2024-03-26
LOAN002431,CUS011952,Home Loan,658935,12.03,Approved,2021-05-20
LOAN002432,CUS012738,Personal Loan,778304,10.23,Pending,2021-10-20
LOAN002433,CUS000304,Home Loan,785988,12.41,Approved,2024-07-12
LOAN002434,CUS019705,Car Loan,267945,12.56,Closed,2023-02-26
LOAN002435,CUS007270,Home Loan,233492,7.92,Approved,2021-12-18
LOAN002436,CUS019623,Personal Loan,98573,13.47,Approved,2021-04-19
LOAN002437,CUS015862,Personal Loan,52389,10.72,Approved,2024-03-15
LOAN002438,CUS001865,Gold Loan,734094,7.22,Closed,2024-10-01
LOAN002439,CUS013349,Gold Loan,81081,13.58,Approved,2022-12-19
LOAN002440,CUS008299,Home Loan,944468,13.17,Pending,2022-02-22
LOAN002441,CUS018125,Business Loan,114782,8.73,Closed,2024-01-28
LOAN002442,CUS014558,Home Loan,120291,7.3,Approved,2020-11-16
LOAN002443,CUS010212,Home Loan,218965,12.82,Pending,2024-06-20
LOAN002444,CUS012949,Car Loan,148536,13.61,Approved,2025-03-08
LOAN002445,CUS016739,Gold Loan,250086,10.68,Pending,2025-09-02
LOAN002446,CUS003009,Gold Loan,176383,12.9,Approved,2024-04-24
LOAN002447,CUS000069,Personal Loan,299235,7.97,Approved,2025-12-12
LOAN002448,CUS003733,Gold Loan,272872,10.26,Approved,2022-08-10
LOAN002449,CUS014201,Business Loan,1282695,11.27,Approved,2023-10-15
LOAN002450,CUS008030,Gold Loan,157220,9.07,Approved,2021-09-26
LOAN002451,CUS016799,Education Loan,191834,12.25,Pending,2025-06-21
LOAN002452,CUS005175,Home Loan,3117238,10.86,Approved,2022-06-24
LOAN002453,CUS011376,Car Loan,8684269,8.85,Closed,2020-11-09
LOAN002454,CUS009093,Car Loan,9945914,9.08,Closed,2020-10-11
LOAN002455,CUS001670,Car Loan,8167930,9.98,Approved,2023-12-08
LOAN002456,CUS008119,Home Loan,61255,12.18,Pending,2025-05-19
LOAN002457,CUS010188,Business Loan,1062001,11.25,Approved,2025-09-25
LOAN002458,CUS015290,Business Loan,9201224,12.38,Approved,2025-06-10
LOAN002459,CUS010786,Business Loan,252603,11.83,Approved,2020-01-14
LOAN002460,CUS010304,Business Loan,152758,7.72,Approved,2022-10-02
LOAN002461,CUS015458,Education Loan,264025,13.08,Approved,2020-07-15
LOAN002462,CUS006734,Education Loan,125389,8.07,Approved,2020-01-19
LOAN002463,CUS011337,Home Loan,1519910,9.65,Approved,2020-06-16
LOAN002464,CUS005870,Personal Loan,547343,9.77,Approved,2023-09-27
LOAN002465,CUS004328,Personal Loan,277318,13.21,Approved,2021-03-16
LOAN002466,CUS009838,Personal Loan,241577,10.8,Approved,2020-04-16
LOAN002467,CUS003786,Personal Loan,933761,9.65,Approved,2022-04-09
LOAN002468,CUS011080,Business Loan,1174324,7.66,Approved,2020-01-26
LOAN002469,CUS009987,Car Loan,56751,8.32,Approved,2024-11-10
LOAN002470,CUS007797,Car Loan,170244,12.38,Approved,2025-06-20
LOAN002471,CUS011759,Business Loan,7045241,11.06,Closed,2022-02-07
LOAN002472,CUS003319,Business Loan,120801,9.8,Approved,2022-02-02
LOAN002473,CUS013470,Gold Loan,224252,11.46,Pending,2022-06-24
LOAN002474,CUS014264,Car Loan,150819,11.4,Approved,2022-01-16
LOAN002475,CUS006789,Gold Loan,1668075,10.31,Closed,2021-08-23
LOAN002476,CUS008988,Car Loan,1573972,9.12,Closed,2025-11-04
LOAN002477,CUS004828,Car Loan,133602,9.76,Approved,2024-02-01
LOAN002478,CUS014054,Personal Loan,418577,7.63,Pending,2021-12-20
LOAN002479,CUS018780,Car Loan,2154891,12.08,Closed,2022-07-23
LOAN002480,CUS015387,Business Loan,804430,9.46,Approved,2020-08-11
LOAN002481,CUS012018,Car Loan,179171,12.47,Approved,2023-07-05
LOAN002482,CUS008619,Education Loan,185765,11.58,Approved,2024-12-03
LOAN002483,CUS003494,Car Loan,254763,9.59,Approved,2024-10-11
LOAN002484,CUS000218,Business Loan,742842,12.1,Approved,2021-03-20
LOAN002485,CUS008706,Personal Loan,59785,11.97,Approved,2024-01-20
LOAN002486,CUS009238,Gold Loan,128367,8.43,Approved,2022-12-18
LOAN002487,CUS003373,Business Loan,246712,7.83,Approved,2025-03-22
LOAN002488,CUS006357,Personal Loan,1157271,10.07,Approved,2024-02-05
LOAN002489,CUS019599,Education Loan,531551,11.17,Pending,2020-12-11
LOAN002490,CUS017931,Home Loan,990433,10.66,Approved,2021-10-17
LOAN002491,CUS011822,Business Loan,280339,12.93,Approved,2024-07-19
LOAN002492,CUS009740,Personal Loan,234944,11.55,Approved,2022-06-03
LOAN002493,CUS019938,Education Loan,1759793,13.57,Approved,2023-04-20
LOAN002494,CUS017997,Home Loan,173359,10.65,Pending,2025-06-26
LOAN002495,CUS019291,Home Loan,162244,7.54,Approved,2021-10-11
LOAN002496,CUS003614,Business Loan,169930,9.75,Pending,2022-04-02
LOAN002497,CUS006511,Gold Loan,511450,9.73,Pending,2021-05-26
LOAN002498,CUS019550,Car Loan,5233437,7.77,Approved,2025-11-17
LOAN002499,CUS012474,Business Loan,1233137,9.26,Pending,2024-05-07
LOAN002500,CUS019620,Gold Loan,57276,8.68,Approved,2025-08-06
LOAN002501,CUS001436,Gold Loan,273060,11.9,Approved,2021-10-01
LOAN002502,CUS015761,Gold Loan,120706,8.55,Approved,2020-01-02
LOAN002503,CUS007654,Personal Loan,174612,10.08,Closed,2024-06-02
LOAN002504,CUS003912,Gold Loan,161217,11.88,Pending,2020-09-04
LOAN002505,CUS006331,Car Loan,1632877,8.05,Closed,2023-07-24
LOAN002506,CUS017126,Business Loan,283133,7.93,Pending,2025-12-25
LOAN002507,CUS016272,Education Loan,242637,13.2,Approved,2022-03-18
LOAN002508,CUS003988,Gold Loan,263515,8.24,Approved,2024-09-20
LOAN002509,CUS000763,Car Loan,271589,11.53,Approved,2025-07-15
LOAN002510,CUS000518,Business Loan,302435,10.47,Approved,2024-06-15
LOAN002511,CUS005342,Business Loan,9304792,8.62,Approved,2025-09-19
LOAN002512,CUS004875,Gold Loan,156389,8.99,Closed,2025-08-25
LOAN002513,CUS002047,Gold Loan,8058890,10.94,Approved,2020-08-06
LOAN002514,CUS004374,Car Loan,278479,8.14,Approved,2020-06-11
LOAN002515,CUS008645,Business Loan,59733,13.56,Approved,2024-10-13
LOAN002516,CUS006153,Gold Loan,2256251,8.13,Pending,2021-03-27
LOAN002517,CUS010879,Personal Loan,294994,8.42,Approved,2023-06-25
LOAN002518,CUS016838,Gold Loan,890097,8.05,Pending,2021-11-23
LOAN002519,CUS005217,Home Loan,2869848,7.75,Closed,2024-02-22
LOAN002520,CUS014564,Business Loan,2667373,13.63,Approved,2024-06-27
LOAN002521,CUS010285,Personal Loan,1437556,10.84,Approved,2023-07-27
LOAN002522,CUS009357,Personal Loan,202021,7.37,Pending,2020-04-09
LOAN002523,CUS019508,Gold Loan,503541,7.27,Closed,2025-03-10
LOAN002524,CUS005219,Gold Loan,261052,10.1,Approved,2025-08-26
LOAN002525,CUS003014,Car Loan,206451,10.8,Closed,2024-09-28
LOAN002526,CUS017213,Car Loan,136885,10.27,Approved,2024-03-28
LOAN002527,CUS002432,Gold Loan,252002,13.77,Approved,2024-07-08
LOAN002528,CUS015015,Personal Loan,292469,11.55,Approved,2022-11-09
LOAN002529,CUS015447,Personal Loan,1738730,10.05,Approved,2024-01-19
LOAN002530,CUS017487,Personal Loan,5586476,9.95,Closed,2020-11-26
LOAN002531,CUS004641,Education Loan,143414,7.27,Approved,2021-03-26
LOAN002532,CUS001938,Education Loan,285750,11.47,Closed,2023-04-23
LOAN002533,CUS004542,Personal Loan,237170,11.01,Approved,2021-04-25
LOAN002534,CUS012454,Home Loan,377421,13.12,Approved,2021-03-20
LOAN002535,CUS016228,Business Loan,494828,11.41,Approved,2025-07-02
LOAN002536,CUS003909,Education Loan,150103,7.83,Pending,2021-10-20
LOAN002537,CUS003087,Gold Loan,166156,10.21,Closed,2023-12-18
LOAN002538,CUS001268,Gold Loan,1533255,12.2,Closed,2023-05-21
LOAN002539,CUS014401,Education Loan,2679592,13.25,Approved,2023-10-15
LOAN002540,CUS013906,Car Loan,160771,9.86,Approved,2024-05-18
LOAN002541,CUS018138,Business Loan,6400496,10.07,Approved,2025-12-15
LOAN002542,CUS012315,Business Loan,6187930,7.79,Approved,2023-08-28
LOAN002543,CUS010654,Personal Loan,78905,8.8,Approved,2020-01-23
LOAN002544,CUS019203,Home Loan,1073088,13.19,Approved,2023-11-07
LOAN002545,CUS015569,Personal Loan,138194,9.55,Approved,2020-03-25
LOAN002546,CUS004949,Car Loan,740466,9.11,Approved,2023-10-08
LOAN002547,CUS018045,Gold Loan,145758,8.91,Approved,2023-04-03
LOAN002548,CUS002116,Business Loan,1151216,10.27,Approved,2021-02-20
LOAN002549,CUS007109,Business Loan,251646,8.94,Approved,2024-09-17
LOAN002550,CUS013704,Gold Loan,733535,13.39,Approved,2024-07-13
LOAN002551,CUS013377,Personal Loan,1367620,8.61,Approved,2021-12-02
LOAN002552,CUS013833,Home Loan,586648,8.28,Approved,2025-05-04
LOAN002553,CUS014855,Home Loan,195000,10.92,Approved,2025-04-12
LOAN002554,CUS009190,Car Loan,441586,11.97,Approved,2022-01-05
LOAN002555,CUS017999,Personal Loan,724991,10.79,Approved,2024-01-03
LOAN002556,CUS019873,Gold Loan,9419876,11.25,Pending,2022-06-01
LOAN002557,CUS014038,Business Loan,212359,12.65,Approved,2020-11-05
LOAN002558,CUS001961,Business Loan,256433,11.75,Approved,2021-03-26
LOAN002559,CUS009105,Personal Loan,122783,8.21,Approved,2022-03-09
LOAN002560,CUS001456,Personal Loan,416543,8.82,Approved,2020-02-13
LOAN002561,CUS014941,Business Loan,215462,7.41,Approved,2024-08-13
LOAN002562,CUS007595,Business Loan,161237,8.93,Approved,2024-07-20
LOAN002563,CUS008889,Education Loan,223245,11.05,Approved,2020-01-26
LOAN002564,CUS017420,Gold Loan,272391,9.17,Approved,2024-01-22
LOAN002565,CUS017938,Business Loan,714073,10.95,Approved,2022-10-22
LOAN002566,CUS016885,Education Loan,550960,11.72,Pending,2023-07-09
LOAN002567,CUS013497,Business Loan,121936,9.23,Approved,2022-12-11
LOAN002568,CUS016809,Home Loan,761100,11.47,Approved,2021-05-27
LOAN002569,CUS003424,Home Loan,816526,12.02,Pending,2022-02-04
LOAN002570,CUS015987,Business Loan,67986,9.62,Approved,2020-06-17
LOAN002571,CUS012925,Business Loan,802984,13.15,Approved,2024-02-04
LOAN002572,CUS003684,Business Loan,532858,11.75,Approved,2022-10-02
LOAN002573,CUS013964,Personal Loan,6632083,7.62,Approved,2023-11-11
LOAN002574,CUS008178,Home Loan,608135,13.34,Approved,2021-07-14
LOAN002575,CUS000220,Home Loan,5931890,7.99,Approved,2025-12-16
LOAN002576,CUS012281,Gold Loan,138354,9.12,Approved,2021-11-15
LOAN002577,CUS016714,Car Loan,137609,11.66,Approved,2024-05-18
LOAN002578,CUS010288,Personal Loan,3725736,7.36,Approved,2021-06-23
LOAN002579,CUS015219,Home Loan,270949,10.93,Approved,2023-06-14
LOAN002580,CUS008674,Car Loan,161279,11.38,Approved,2024-02-24
LOAN002581,CUS008895,Education Loan,5811374,7.59,Approved,2025-01-08
LOAN002582,CUS011796,Personal Loan,89448,12.0,Approved,2021-12-12
LOAN002583,CUS015561,Home Loan,2637742,10.7,Approved,2025-08-24
LOAN002584,CUS019700,Gold Loan,624303,8.49,Closed,2023-03-28
LOAN002585,CUS017920,Education Loan,8867132,11.28,Pending,2020-03-07
LOAN002586,CUS019363,Business Loan,7631062,11.85,Pending,2023-12-04
LOAN002587,CUS000987,Business Loan,250007,13.14,Pending,2022-07-22
LOAN002588,CUS005778,Education Loan,1750438,8.1,Approved,2025-05-14
LOAN002589,CUS009940,Car Loan,580089,7.88,Approved,2025-07-28
LOAN002590,CUS008949,Car Loan,3515005,9.5,Closed,2023-11-08
LOAN002591,CUS001535,Education Loan,900692,12.32,Approved,2021-02-11
LOAN002592,CUS010332,Business Loan,9436383,11.97,Approved,2023-03-01
LOAN002593,CUS019985,Education Loan,224492,13.51,Approved,2020-01-24
LOAN002594,CUS014710,Home Loan,619292,9.39,Pending,2025-07-21
LOAN002595,CUS017259,Personal Loan,1582991,13.58,Approved,2024-01-18
LOAN002596,CUS008200,Car Loan,74706,8.34,Approved,2022-10-22
LOAN002597,CUS013109,Business Loan,115707,8.55,Closed,2021-05-21
LOAN002598,CUS004768,Home Loan,198105,12.47,Approved,2023-10-19
LOAN002599,CUS013701,Home Loan,165021,7.42,Approved,2025-12-15
LOAN002600,CUS012686,Personal Loan,9107513,10.1,Approved,2023-03-03
LOAN002601,CUS003647,Gold Loan,3290915,9.94,Pending,2024-06-20
LOAN002602,CUS004907,Gold Loan,535401,12.91,Approved,2025-07-10
LOAN002603,CUS018496,Home Loan,68016,9.16,Approved,2022-05-04
LOAN002604,CUS000961,Business Loan,2907289,11.89,Approved,2024-01-02
LOAN002605,CUS003241,Home Loan,295732,11.14,Approved,2023-05-23
LOAN002606,CUS009782,Personal Loan,54898,12.99,Approved,2023-11-10
